player_id,gamer_tag,state,events_played,sets_played,win_rate,weighted_win_rate,avg_seed_delta,opponent_strength,character_sets,character_win_rate,character_weighted_win_rate,character_usage_rate,upset_rate,activity_score,tournaments_played,latest_event_start,avg_event_entrants,max_event_entrants
1648278,EdiblePine,GA,12,28,0.14285714285714285,0.14213165496769087,6.75,0.09111357645316177,0,,,0.0,0.1111111111111111,14.8,12,1760054400,38.916666666666664,62
4764587,Chudquest,GA,4,9,0.1111111111111111,0.10389074579368465,6.5,0.15811372269705604,0,,,0.0,0.1111111111111111,4.9,4,1758844800,33.75,41
3254098,Wyndeezi,GA,1,2,0.0,0.0,19.0,0.011833532774896956,0,,,0.0,0.0,1.2,1,1754150400,160.0,160
1504459,Scrib,GA,1,2,0.0,0.0,17.0,0.011546758025631265,0,,,0.0,0.0,1.2,1,1754150400,160.0,160
343463,Kattoro,GA,1,2,0.0,0.0,10.0,0.09649122807017543,0,,,0.0,0.0,1.2,1,1754006400,62.0,62
2331696,3AM,GA,1,2,0.0,0.0,2.0,0.046583850931677016,0,,,0.0,0.0,1.2,1,1754006400,62.0,62
3709056,Haps_idot,GA,1,2,0.0,0.0,-1.0,0.03961584633853541,0,,,0.0,0.0,1.2,1,1754006400,62.0,62
3196902,Milk,GA,1,2,0.0,0.0,0.0,0.08333333333333333,0,,,0.0,0.0,1.2,1,1755550800,37.0,37
1512632,Chrysalis,GA,3,6,0.0,0.0,0.0,0.052909918969594266,0,,,0.0,0.0,3.6,3,1754150400,80.66666666666667,160
904449,Raymond,GA,1,2,0.0,0.0,3.0,0.04957264957264958,0,,,0.0,0.0,1.2,1,1754006400,62.0,62
4948676,Baixen_IRL,GA,1,2,0.0,0.0,1.0,0.039938556067588324,0,,,0.0,0.0,1.2,1,1756663200,34.0,34
612216,Momokins,GA,1,2,0.0,0.0,-22.0,0.03835227272727273,0,,,0.0,,1.2,1,1756683000,35.0,35
2957113,Carracoastal,GA,2,4,0.0,0.0,5.0,0.10384615384615385,0,,,0.0,0.0,2.4,2,1755820800,35.0,40
4349436,Nerœ,GA,2,4,0.0,0.0,11.5,0.12457646520146519,0,,,0.0,0.0,2.4,2,1755990000,83.5,160
4951161,CoolCesar99,GA,1,2,0.0,0.0,8.0,0.0375,0,,,0.0,0.0,1.2,1,1756666800,41.0,41
4522381,Linkxs,GA,1,2,0.0,0.0,2.0,0.0375,0,,,0.0,0.0,1.2,1,1756666800,41.0,41
2729718,Y0ungApprentice,GA,1,2,0.0,0.0,-15.0,0.05119047619047619,0,,,0.0,0.0,1.2,1,1753545600,37.0,37
4506739,Simfrm,GA,2,4,0.0,0.0,5.5,0.04597535505430242,0,,,0.0,0.0,2.4,2,1753401600,44.0,44
4308428,AjaxAnonymous,GA,2,4,0.0,0.0,10.5,0.07786796536796536,0,,,0.0,0.0,2.4,2,1754006400,53.0,62
3634027,Rem,GA,1,2,0.0,0.0,-9.0,0.044563279857397504,0,,,0.0,,1.2,1,1753545600,37.0,37
4942794,too cute,GA,1,2,0.0,0.0,-2.0,0.03777777777777778,0,,,0.0,0.0,1.2,1,1756656000,51.0,51
